"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"981","added in V2.0","2.0","fra","Compartiment","2.0","L'environnement dans lequel un échantillon a été prélevé.","compID","NA",NA
"982","NA","1.0","fra","Concentré d'échantillon","2.0","Concentré d'échantillon","conc","NA",NA
"983","now a unit for any group or biologic infection","1.0","fra","Date de rapport des cas confirmés","2.0","Date à laquelle les chiffres ont été communiqués publiquement pour un cas confirmé. En général, les données déclarées et cette mesure sont les mesures les plus couramment déclarées et utilisées.","conCase","NA",NA
"984","description wording, structure","1.0","fra","Conductivité","2.0","Conductivité","cond","NA",NA
"985","added in V2.0","2.0","fra","Ensemble d'unités de conductivité","2.0","Ensemble d'unités concernant les mesures de conductivité.","conductivityUnitSet","NA",NA
"986","now a unit for any group or biologic infection","1.0","fra","Nombre de cas confirmés","2.0","Nombre de cas confirmés. La mesure devrait étre accompagnée d'une valeur dans la colonne ""dateType""","conf","NA",NA
"987","now a unit for any group or biologic infection","1.0","fra","Date de l'épisode des cas confirmés","2.0","La date de l'épisode est la date la plus proche de l'apparition, du test ou de la déclaration d'un cas confirmé.","confEp","NA",NA
"988","now a unit for any group or biologic infection","1.0","fra","Date d'apparition des cas confirmés","2.0","Date la plus récente à laquelle des symptômes ont été signalés pour un cas confirmé. Cette donnée est souvent inconnue et non déclarée. En lieu et place, l'épisode est utilisé.","confOn","NA",NA
"989","added in V2.0","1.1","fra","Organisation","2.0","L'organisation à laquelle le reporteur est affilié.","orgID","NA",NA
"990","depreciated","1.0","fra","Nom de contact","2.0","Personne de contact de ce laboratoire.","contactName","NA",NA
"991","added in V2.0","2.0","fra","ID de l'ensemble des catégories","2.0","Un ensemble de catégories utilisées pour une méthode ou une mesure.","catSetID","NA",NA
"992","now a unit for any group or biologic infection","1.0","fra","Date de test des cas confirmés","2.0","Date à laquelle le test covid-19 a été effectué pour un cas confirmé.","conTest","NA",NA
"993","description wording, structure","1.0","fra","Regard de nettoyage d'un bâtiment","2.0","Spécifie un type de site qui est un tuyau bouché qui se raccorde à la ligne d'égout principale d'un bâtiment.","buildCO","NA",NA
"994","added in V2.0","2.0","fra","ballon COSCa","2.0","Appareil d'échantillonnage passif COSCa.","cosca","NA",NA
"995","added in V2.0","2.0","fra","Ligne d'adresse 1","2.0","Ligne 1 (le nom de la rue, le numéro et la direction) pour une adresse donnée.","addL1","NA",NA
"996","added in V2.0","2.0","fra","Covid-19","2.0","Infection à Covid-19.","cov","Toute forme d'infection humaine de type Covid-19 - y compris le dépistage de Covid-19, Covid-19 symptomatique, Covid-19 asymptomatique, Covid-19 hospitalisé, long-Covid-19, etc. Si nécessaire, définissez la forme spécifique Covid-19 avec des unités. Voir populationUnits.",NA
"997","added in V2.0","1.1","fra","SRAS-CoV-2-B.1.1.7","2.0","SARS-CoV-2-B.1.1.7","covB117","NA",NA
"998","added in V2.0","1.1","fra","SRAS-CoV-2-B.1.351","2.0","SARS-CoV-2-B.1.351","covB135","NA",NA
"999","description wording, structure","1.0","fra","SARS-CoV-2-E","2.0","Région génique E du SRAS-CoV-2","covE","NA",NA
"1000","description wording, structure","1.0","fra","SARS-CoV-2-N1","2.0","Gène nucleocapside N1 du SRAS-CoV-2.","covN1","NA",NA
"1001","description wording, structure","1.0","fra","SARS-CoV-2-N2","2.0","Gène nucleocapside N2 du SRAS-CoV-2.","covN2","NA",NA
"1002","description wording, structure","1.0","fra","SARS-CoV-2-N3","2.0","Gène nucleocapside N3 des virus similaires au SRAS.","covN3","NA",NA
"1003","description wording, structure","1.1","fra","SARS-CoV-2-P.1","2.0","Variant P.1","covP1","NA",NA
"1004","description wording, structure","1.0","fra","SARS-CoV-2-RdRp","2.0","Région génique RdRp du SRAS-CoV-2.","covRdrp","NA",NA
"1005","depreciated","1.0","fra","Date de mesure de la population ayant Covid-19","2.0","Date de reportage des données de mesure de la COVID-19.","cphDate","NA",NA
"1006","depreciated","1.0","fra","ID du CPHD","2.0","Identifiant unique pour l'information de santé publique reportée.","cphid","NA",NA
"1007","description wording, structure","1.0","fra","crAssphage-N","2.0","crAssphage","cra","NA",NA
"1008","description wording.","1.0","fra","Seuil de cycle","2.0","Cycles de seuil.","ct","NA",NA
"1009","added in V2.0","2.0","fra","Compte cumulé","2.0","Unités pour décrire une mesure de population d'un compte cumulatif de cas d'une maladie donnée.","cuCo","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1010","added in V2.0","2.0","fra","d377y cible du gène variante delta","2.0","Gène cible d377y de la variante delta.","d377y","NA",NA
"1011","added in V2.0","2.0","fra","d3g cible du gène variante omicron","2.0","Gène cible d3g de la variante omicron.","d3g ","NA",NA
"1012","added in V2.0","2.0","fra","d63g cible du gène variante delta","2.0","Gène cible d63g de la variante delta.","d63g","NA",NA
"1013","added in V2.0","2.0","fra","d796y cible du gène variante omicron","2.0","Gène cible d796y de la variante omicron.","d796y ","NA",NA
"1014","added in V2.0","2.0","fra","d950n cible du gène variante delta","2.0","Gène cible d950n de la variante delta.","d950n","NA",NA
"1015","added in V2.0","2.0","fra","Compte quotidien","2.0","Unités pour décrire une mesure de population d'un compte quotidien de nouveaux cas d'une maladie donnée.","daiCo","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1016","Depreciated. See issue #211. https://github.com/Big-Life-Lab/PHES-ODM/issues/211","1.0","fra","Date de l'analyse","2.0","Date à laquelle la mesure a été réalisée en laboratoire.","aDateEnd","NA",NA
"1017","added in V2.0","2.0","fra","Ligne d'adresse 2","2.0","Ligne 2 (le numéro de l'unité) pour une adresse donnée.","addL2","NA",NA
"1018","added in V2.0","2.0","fra","Colonne des changements","2.0","Une colonne pour enregistrer les changements de la version 1 de l'ODM à la version 2.","changes","NA",NA
"1019","added in V2.0","2.0","fra","Classe","2.0","Un identifiant unique pour une classe, qui s'apparente à un sous-groupe ; c'est une façon de regrouper des parties au sein d'un groupID donné. Un groupe peut avoir une ou plusieurs classes pour décrire les différentes parties de la classe.","classID","Actuellement, la classe n'est utilisée que pour les produits biologiques. Par exemple, le SARS-CoV-2 est un groupe de mesures avec les classes suivantes : allèle, variante, mutation, séquence et protéine.",NA
"1020","added in V2.0","2.0","fra","Ensemble de catégories de méthodes de concentration","2.0","Ensemble de catégories pour les méthodes de concentration.","methodConcCatSet","NA",NA
"1021","depreciate","1.0","fra","Date","2.0","Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.","date","NA",NA
"1022","added in V2.0","2.0","fra","Type de données date-heure","2.0","Le type de données pour les données de date et d'heure.","datetime","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA
"1023","added in V2.0","2.0","fra","ddcov_e cible du gène sars-cov-2","2.0","Gène cible ddcov E de SRAS-CoV-2","ddcovE","NA",NA
"1024","added in V2.0","2.0","fra","ddcov_n cible du gène sars-cov-2","2.0","Gène cible ddcov N  de SRAS-Co.","ddcovN ","NA",NA
"1025","added in V2.0","2.0","fra","Morts","2.0","Unités pour décrire une mesure de population des patients décédés d'une cause donnée.","death","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1026","added in V2.0","2.0","fra","157 ou 158 délétion variante delta cible du gène","2.0","Gène cible la délétion 157 ou 158 de la variante delta.","del157","NA",NA
"1027","added in V2.0","2.0","fra","143 ou 145 délétion variante omicron cible du gène","2.0","Gène cible la délétion 143 ou 145 de la variante omicron.","del143","NA",NA
"1028","added in V2.0","2.0","fra","2084 ou 2084 délétion cible du gène variante omicron","2.0","Gène cible la délétion 2084 ou 2084 de la variante omicron.","del2084","NA",NA
"1029","added in V2.0","2.0","fra","212 ou 212 délétion variante omicron cible du gène","2.0","Gène cible la délétion 212 ou 212 de la variante omicron.","del212","NA",NA
"1030","added in V2.0","2.0","fra","3674 ou 3676 délétion du gène variante omicron cible","2.0","Gène cible la délétion 3674 ou 3676 de la variante omicron.","del3674","NA",NA
"1031","added in V2.0","2.0","fra","69 ou 70 délétion variante omicron cible du gène","2.0","Gène cible la délétion 69 ou 70 de la variante omicron.","del6970","NA",NA
"1032","added in V2.0","2.0","fra","Delta","2.0","B.1.617.2","delta","NA",NA
"1033","added in V2.0","2.0","fra","Déprécié","2.0","Indicateur permettant de dire qu'une pièce n'est plus utilisée actuellement dans le modèle. Voir partID = status","depreciated","NA",NA
"1034","added in V2.0","2.0","fra","Échantillon dérivé","2.0","Spécifie un échantillon qui est dérivé ou fabriqué à partir d'un autre échantillon ou matériau.","derived","NA",NA
"1035","description wording, structure","1.0","fra","Ville","2.0","La ville où se trouve un site ou une organisation ; partie de l'adresse.","city","NA",NA
"1036","added in V2.0","2.0","fra","Description du changement","2.0","Une description des changements apportés à une partie par rapport à la version précédente.","descrChange","NA",NA
"1037","added in V2.0","2.0","fra","Bureau ou comptoir","2.0","Bureau, table, comptoir ou autre surface de travail plane.","desk","NA",NA
"1038","NA","1.0","fra","Solides déshydratés","2.0","Solides déshydratés.","deso","NA",NA
"1039","description wording.","1.1","fra","Détecté","2.0","Copies de gène ou de variant détecté dans ""sampleGene"". 1=Detecté, 0=Non-détecté.","det","NA",NA
"1040","depreciate","1.0","fra","Accès aux Détailles","2.0","Indique si des informations supplémentaires sur la confidentialité de la mesure sont disponibles.","details","NA",NA
"1041","added in V2.0","2.0","fra","Facteur de dilution","2.0","Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.","dilFact","Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",NA
"1042","added in V2.0","2.0","fra","Maladie (humaine)","2.0","Une maladie ou une infection chez les humains.","disease","NA",NA
"1043","added in V2.0","2.0","fra","Ensemble d’unités pour la concentration de dioxyde de carbone","2.0","Ensemble d’unités pour les mesures de la concentration de dioxyde de carbone dans l'eau ou l'atmosphère.","dissGasUnitSet","NA",NA
"1044","Issue #120","2.0","fra","Profondeur de la couverture","2.0","La profondeur de lecture du séquençage.","doc","Utilisé pour interpréter la confiance dans la présence ou la quantité d'une variable.",NA
"1045","added in V2.0","2.0","fra","Domaine","2.0","Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( ex. : Covid-19), chimique (ex. : azote), mesure physique (température).","domain","NA",NA
"1046","added in V2.0","2.0","fra","Ensemble de compartiments","2.0","L'ensemble des compartiments valides qui s'appliquent à une partie donnée.","compSet","NA",NA
"1047","added in V2.0","2.0","fra","Hôpital de soins aigus de longue durée","2.0","Hôpitaux de soins aigus, ou complexes de soins continus, qui fournissent des soins aux patients dont la durée moyenne de séjour est supérieure à 25 jours.","ccc","NA",NA
"1048","added in V2.0","2.0","fra","e156g gène cible du variante delta","2.0","Gène cible e156g de la variante delta.","e156g","NA",NA
"1049","added in V2.0","2.0","fra","e484a gène cible du variante omicron","2.0","Gène cible e484a de la variante omicron.","e484a ","NA",NA
"1050","description wording, structure","1.0","fra","Coliformes fécaux","2.0","Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.","ecoli","NA",NA
"1051","added in V2.0","2.0","fra","Éducation","2.0","Une mesure ou un échantillon prélevé à des fins d'éducation ou de formation.","education","Utilisez cette objectif, par exemple, lorsque vous enseignez comment utiliser le PHES-ODM.",NA
"1052","added in V2.0","2.0","fra","ID du type d'organisation","2.0","Spécifie le type ou l'objectif d'une organisation donnée.","orgTypeID","NA",NA
"1053","description wording, structure","1.0","eng","Pluie","2.0","Pluie (toute précipitation sous forme liquide).","envRnF","NA",NA
"1054","description wording, structure","1.0","eng","Épaisseur de neige au sol","2.0","Épaisseur de neige au sol.","envSnwD","NA",NA
"1055","description wording, structure","1.0","eng","Chute de neige","2.0","Neige (toute précipitations sous forme solide).","envSnwF","NA",NA
"1056","depreciate","1.0","eng","Date de l'episode","2.0","Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.","epiDate","NA",NA
"1057","added in V2.0","2.0","eng","Gène cible de SRAS-CoV-2 sarbecovirus-spécifique E","2.0","Gène cible E de SRAS-CoV-2 spécifique du sarbecovirus","eSarbec","NA",NA
"1058","added in V2.0","2.0","eng","Garderie d'enfants","2.0","Garderie d'enfants","cdc","NA",NA
"1059","added in V2.0","2.0","eng","Échec de l'expérience","2.0","L'expérience PCR a échoué. Aucune valeur rapportée.","expFail","NA",NA
"1060","added in V2.0","2.0","eng","Ensemble de catégories de type d'organisation","2.0","L'ensemble des catégories pour le stockage des types d'organisation.","orgTypeCatSet","NA",NA
"1061","description wording add categories from NWSS","1.0","eng","Méthode d'extraction de l'acide nucléique","2.0","Description de la méthode d'extraction.","extraction","Description de la méthode utilisée pour extraire l'échantillon",NA
"1062","description wording and unit set","1.0","eng","Volume d'extraction en mL","2.0","Volume d'extraction de l'échantillon","exvol","Taille de l'échantillon qui est analysé.",NA
"1063","NA","1.0","eng","Matière fécale","2.0","Matiére fécale.","faeces","NA",NA
"1064","added in V2.0","2.0","eng","FI","2.0","L'échantillon original était inhibé ; cependant, l'inhibition n'a pas été traitée avec succès. Par conséquent, aucune estimation de la concentration n'a été rapportée.","fi","NA",NA
"1065","added in V2.0","2.0","eng","Échantillon de champ","2.0","Spécifie un échantillon prélevé sur le terrain ; directement collecté dans une zone pour être testé.","field","NA",NA
"1066","added in V2.0","2.0","eng","Réplique du champ","2.0","Un échantillon divisé en deux ou plusieurs parties homogènes.","fieldReplicate","NA",NA
"1067","depreciate","1.0","eng","fichier","2.0","Fichier représentant la géométrie du polygone (blob).","file","NA",NA
"1068","added in V2.0","2.0","eng","Filtration","2.0","Décrit la séparation solide d'un échantillon d'eau usée par filtration. On procède ensuite à la concentration ou à l'analyse du filtrat liquide.","filt","NA",NA
"1069","description wording, structure","1.0","eng","Établissement correctionnel","2.0","Établissement correctionnel.","corFcil","NA",NA
"1070","added in V2.0","2.0","eng","Prénom du contact","2.0","Spécifie le prénom d'un contact donné.","firstName","NA",NA
"1071","description wording, structure","1.0","eng","Table de contact","2.0","La table qui contient de l'information sur un contact ; une personne qui est le contact d'un site ou d'un laboratoire.","contacts","adapter de la documentation de la version 1",NA
"1072","added in V2.0","2.0","eng","Clé étrangère","2.0","Clé étrangère pour une table.","fK","NA",NA
"1073","added in V2.0","2.0","eng","Type de données Float","2.0","Le type de données pour les données de type float.","float","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA
"1074","added in V2.0","2.0","eng","Moyenne normalisée en fonction du débit","2.0","Mesure moyenne normalisée au débit d'eaux usées ; AlleleX (gc/mL) x Q (ML/d) / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML) = AlleleX (gc/jour par 1e5 de population)","floMean","Principalement utilisé pour la déclaration d'allèles spécifiques (N1, N2, E, etc.)",NA
"1075","added in V2.0","2.0","eng","Plancher","2.0","Étage d'un bâtiment ou d'une pièce.","floor","NA",NA
"1076","depreciated","1.0","eng","Echantillon de 24 heures à flux proportionnel","2.0","Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.","flow24h","NA",NA
"1077","added in V2.0","2.0","eng","Classe d'écoulement","2.0","Spécifie une collection de mesures/méthodes liées à l'écoulement.","flowClass","NA",NA
"1078","Removed time period. Use collection period (collectPer) = 24 for 24hr sample","1.0","eng","Échantillon proportionnel au flux","2.0","Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.","flowPr","NA",NA
"1079","description wording, structure","1.0","eng","Débit","2.0","Débit d'eau usée.","floRate","NA",NA
"1080","added in V2.0","2.0","eng","Ensemble d'unités de débit volumique","2.0","Ensemble d'unités pour les mesures de débit volumique.","flowUnitSet","NA",NA
"1081","added in V2.0","2.0","eng","Volume du débit","2.0","Volume de l'influent.","flowVol","NA",NA
"1082","added in V2.0","2.0","eng","Groupe du virus de la grippe","2.0","Indique un groupe de mesures/méthodes liées aux virus de la grippe.","flu","NA",NA
"1083","added in V2.0","2.0","eng","RCP digitale de fluidigm","2.0","Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de FluidIGM.","fluiDpcr","NA",NA
"1084","added in V2.0","2.0","eng","Brouillard","2.0","CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de brouillard ou de brume.","foggy","NA",NA
"1085","added in V2.0","2.0","eng","CatSetégorie d'origine de l'échantillon","2.0","L'ensemble de catégories pour l'origine de l'échantillon.","originCatSet","NA",NA
"1086","description wording, structure","1.0","eng","Date du rapport de mesure","2.0","La date à laquelle une mesure a été rapportée publiquement ou aux autorités sanitaires/système de surveillance.","reportDate","NA",NA
"1087","added in V2.0","2.0","eng","Bactériophages à ARN F-spécifiques","2.0","Une mesure de la quantité de bactériophages à ARN F-spécifiques.","frna","NA",NA
"1088","added in V2.0","2.0","eng","Bactériophages à ARN F-spécifiques, G2","2.0","Une mesure de la quantité de bactériophages à ARN F-Spécifique G2.","frnaG2","NA",NA
"1089","added in V2.0","2.0","eng","Échantillon congelé","2.0","L'échantillon a été congelé avant l'analyse ou le traitement","frozen","NA",NA
"1090","NA","1.0","eng","Temprature à laquelle l'échantillon était stocké pendant l'échantillonnage. Ce champ est principalement pertinent pour les échantillons composites, qui peuvent étre stockées é température ambiante ou réfrigérés durant l'échantillonnage.","2.0","Température à laquelle l'échantillon est stocké pendant qu'il est échantillonné. Ce champ est principalement pertinent pour les échantillons composites qui sont soit conservés à température ambiante, soit réfrigérés pendant l'échantillonnage.","fst","NA",NA
"1091","added in V2.0","2.0","eng","Nom","2.0","Nom d'un domaine, d'un spécimen, d'un groupe, d'une classe, d'un attribut, d'une unité, d'une nomenclature ou d'une autre entité.","name","Nom d'une entité. Utilisez un préfixe pour distinguer les noms des différentes tables de rapport. Voir la liste des noms entièrement spécifiés (FSN). Par exemple : Si-name = nom du site, Po-name = nom du polygone, Or-name = nom de l'organisation, Me-name = nom de la méthode.",NA
"1092","added in V2.0","2.0","eng","g215c gène cible de la variante delta","2.0","Gène cible g215c de la variante delta.","g215c","NA",NA
"1093","added in V2.0","2.0","eng","g339d gène cible de la variante omicron","2.0","Gène cible g339d de la variante omicron.","g339d ","NA",NA
"1094","added in V2.0","2.0","eng","g496s gène cible de la variante omicron","2.0","Gène cible g496s de la variante omicron.","g496s ","NA",NA
"1095","added in V2.0","2.0","eng","g662s gène cible de la variante delta","2.0","Gène cible g662s de la variante delta.","g662s","NA",NA
"1096","added in V2.0","2.0","eng","Gamma","2.0","P.1","gam","NA",NA
"1097","description wording.","1.0","eng","Copies de gènes par copie de crAssphage","2.0","Copies de gène ou de variant par copie de CrAssphage.","gcCrA","NA",NA
"1098","added in V2.0","2.0","eng","Copies de gènes par jour pour 100,000","2.0","L'unité pour les mesures qui représente le nombre de copies de gènes par jour pour 100,000 personnes dans la population.","gcD100","NA",NA
"1099","description wording.","1.0","eng","Copies de gènes par gramme de solide","2.0","Copies de gène ou de variant par gramme de solides.","gcGs","NA",NA
"1100","description wording.","1.0","eng","Copies de gènes par L","2.0","Copies de gène ou de variant par litre.","gcL","NA",NA
"1101","description wording.","1.0","eng","Copies de gènes par mL","2.0","Copies de gène ou de variant par millilitre.","gcMl","NA",NA
"1102","description wording.","1.0","eng","Copies de gènes par copie de PMMoV","2.0","Copies de gène ou de variant par copie de PMMoV.","gcPpmov","NA",NA
"1103","added in V2.0","2.0","eng","Ensemble d'unités de génétique","2.0","Ensemble d'unités pour les mesures liées à la génétique.","geneticUnitSet","NA",NA
"1104","description wording, structure","1.0","eng","Ensemble générique des indices de qualité","2.0","Un ensemble de qualité pour les indicateurs permettant de savoir si une mesure générique ou un échantillon donné pose un problème de qualité.","genQualitySet","1 = problème de qualité, 0 = pas de problème de qualité.",NA
"1105","added in V2.0","2.0","eng","Dortoir ou bâtiment résidentiel d’un établissement d'enseignement supérieur","2.0","Dortoir ou bâtiment résidentiel d’un institut d'enseignement supérieur.","dorm","NA",NA
"1106","added in V2.0","2.0","eng","Licence","2.0","La permis d'un ensemble de données.","license","NA",NA
"1107","added in V2.0","1.0","eng","Modèle","2.0","Numéro de modéle et/ou de version de l'instrument de mesure.","model","NA",NA
"1108","description wording, structure","1.0","eng","État, province ou région","2.0","L'état, la province ou la région où se trouve un site ou une organisation ; partie de l'adresse.","stateProvReg","NA",NA
"1109","added in V2.0","2.0","eng","Ensemble de catégories de outbreak","2.0","Ensemble de catégories pour les valeurs valides de la mesure d’un outbreak.","outbreakCatSet","NA",NA
"1110","added in V2.0","2.0","eng","Description","2.0","Une description détaillée sous forme d'attirbute pour décrire des résultats ou des éléments de programme.","descr","Une description de la partie qui sert à présenter clairement la partie à un large public, y compris le personnel technique et non technique. Une description doit permettre à toute personne qui génère des données de surveillance de l'environnement de savoir comment identifier comment enregistrer ses éléments de données dans l'ODM. partReference peut être utilisé pour décrire plus précisément une partie.",NA
"1111","added in V2.0","2.0","eng","Gramme par mètre cube","2.0","Gramme par mètre cube.","gm3","NA",NA
"1112","NA","1.0","eng","Moyenne géométrique","2.0","Moyenne géométrique.","gmn","NA",NA
"1113","added in V2.0","2.0","eng","Organisation de type d'agence gouvernementale","2.0","La catégorie de type d'organisation utilisée pour les agences gouvernementales, les programmes ou les organismes d'État.","govt","NA",NA
"1114","added in V2.0","2.0","eng","Décantation par gravité","2.0","Décrit la séparation solide d'un échantillon d'eau usée, où l'on laisse le matériau de l'échantillon se déposer par gravité, puis on le sépare.","graSet","NA",NA
"1115","description wording, structure","1.0","eng","Échantillon instantané","2.0","Un seul échantillon ponctuel représentatif.","grb","NA",NA
"1116","added in V2.0","2.0","eng","Groupe catégorie","2.0","Une collection de mesures liées.","group","Voir partID = groupID.",NA
"1117","added in V2.0","2.0","eng","Ordre des colonnes du tableau des contacts","2.0","Spécifie l'ordre des colonnes dans un tableau Contacts.","contactsOrder","NA",NA
"1118","added in version 2","2.0","eng","Ensemble de catégories de méthodes d'RCP","2.0","L'ensemble de catégories contenant toutes les méthodes valides pour le RCP methodID.","pcrCatSet","NA",NA
"1119","added in V2.0","2.0","eng","En-tête","2.0","En-tête d'une table. Également connu sous le nom de variable de table ou ""d'attribut"" de relation d'entité.","header","L'en-tête est la ligne supérieure ou le nom de la variable dans une table.",NA
"1120","description wording, structure","1.1","eng","Département ou région de santé publique","2.0","Le département ou la région de santé publique où se trouve le site ou l'institut. Voir également `healthRegion` s'il existe une autorité régionale de prestation de soins de santé distincte.","pHDept","NA",NA
"1121","added in V2.0","2.0","eng","Cible de virus SRAS-CoV-2 inactivé par la chaleur","2.0","Le virus SARS-CoV-2 inactivé par la chaleur est utilisé comme cible de contrôle de l'efficacité de la récupération.","heatInacSARS","NA",NA
"1122","added in V2.0","2.0","eng","rna blindé de l'hep g","2.0","Mesure de la quantité d'ARN blindé de l'hépatite G.","hepGRna","NA",NA
"1123","added in V2.0","2.0","eng","Cible de rna blindé hep g","2.0","L'ARN blindé de l'hépatite G est utilisé comme cible de contrôle de l'efficacité de la récupération.","hepGRnaMat","NA",NA
"1124","Name Change (from Polygon Type)","1.0","eng","Région de santé du réseau d'égout","2.0","Région de santé desservie par le réseau d'égout.","hlthReg","NA",NA
"1125","description wording, structure","1.0","eng","Mesuré à la main","2.0","Mesure é l'aide d'un capteur manuel.","hma","NA",NA
"1126","added in V2.0","2.0","eng","Ultrafiltration par fibres creuses","2.0","Ultrafiltration par fibres creuses en cul-de-sac","hollowFiberUF","NA",NA
"1127","now a unit for any group or biologic infection","1.0","eng","Admissions à l'hôpital","2.0","Nombre d'admissions ou nombre de patients admis à l'hôpital.","hosa","NA",NA
"1128","now a unit for any group or biologic infection","1.0","eng","Recensement des hôpitaux","2.0","Rencensement des patients admis à un hôpital avec la COVID-19.","hosc","NA",NA
"1129","description wording, structure","1.0","eng","Estuaire, étendue d'eau naturelle.","2.0","Estuaire, plan d'eau naturel.","estuary","NA",NA
"1130","depreciated","1.0","eng","Eaux usées des réservoirs de stockage","2.0","Eaux usées provenant d'un réservoir de retenue, par exemple d'un avion ou d'un bateau.","hoTaWa","Déprécié dans la version 2, ne pas utiliser. Duplicate des catégories sampleMat - référez-vous à celles-ci.",NA
"1131","NA","2.0","eng","Eaux usées des réservoirs de stockage","2.0","Wastewater sampled from a holding tank, such as from an airplane or ship","htSam","NA",NA
"1132","added in V2.0","2.0","eng","Première nation","2.0","Utilisé pour catégoriser un bassin d'échantillonnage qui est une Première nation, ou sur des réserves.","FiNa","Probablement pour un usage interne uniquement, les données indigènes ne peuvent et ne doivent pas être partagées sans le consentement explicite de la nation en question.",NA
"1133","added in version 2;depreciated","1.0","eng","Ensemble de catégories de date de déclaration de cas","2.0","Ensemble de catégories pour la date de déclaration du cas.","popDateTypeCatSet","NA",NA
"1134","added in V2.0","2.0","eng","Classe d'humidité","2.0","Spécifie une collection de mesures/méthodes liées à l'humidité.","humClass","NA",NA
"1135","added in V2.0","2.0","eng","i1566v cible de gène de la variante omicron","2.0","Gène cible i1566v de la variante omicron.","i1566v ","NA",NA
"1136","added in V2.0","2.0","eng","i3758v cible de gène de la variante omicron","2.0","Gène cible i3758v de la variante omicron.","i3758v ","NA",NA
"1137","added in V2.0","2.0","eng","i82t cible de gène de la variante delta","2.0","Gène cible i82t de la variante delta.","i82t","NA",NA
"1138","added in V2.0","2.0","eng","Classification internationale des maladies","2.0","Système de classification des maladies chez les humains.","ICD","NA",NA
"1139","added in V2.0","2.0","eng","Patients des unités de soins intensifs","2.0","Unités pour décrire une mesure de population des patients qui sont en soins intensifs pour une cause donnée.","icu","Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.",NA
"1140","description wording, structure","1.0","eng","Fraction analyzé","2.0","Fraction de l'échantillon qui est analysée.","fractionID","NA",NA
"1141","structure change","1.1","eng","Mesure d'inhibition","2.0","Paramètre permettant de signaler si une inhibition a été détectée ou non dans l'échantillon.","inhibMe","Mesure binaire - détecté ou non.",NA
"1142","structure change","1.0","eng","Méthode d'inhibition","2.0","Description de la méthode utilisée pour évaluer l'inhibition moléculaire.","inhibMeth","Description des paramètres d'inhibition.",NA
"1143","added in V2.0","2.0","eng","Ultrafiltration Innovaprep","2.0","Ultrafiltration Innovaprep","innovaprepUF","NA",NA
"1144","added in V2.0","2.0","eng","Entrée","2.0","Entrée pour une table. Indique une mesure ou une méthode autorisée dans une table d'entrée.","input","`input` est utilisé pour indiquer une mesure ou une méthode autorisée pour une table MeasureReport ou MethodReport. Par exemple, covN1 est une mesure spécifique qui peut être saisie dans le champ measureID. Par conséquent, covN1 a la valeur ""input"" dans la colonne ReportTable de la liste des pièces. Les utilisateurs d'ODM peuvent générer leur propre modèle personnalisé en modifiant la valeur ""input"" pour les seules mesures ou méthodes applicables à leur programme.",NA
"1145","added in V2.0","2.0","eng","Exigences relatives au tableau des contacts","2.0","Spécifie les colonnes requises dans un tableau de contacts.","contactsRequired","NA",NA
"1146","added in V2.0","2.0","eng","Table de sources de données","2.0","Une table de rapport pour capturer les détails sur l'ensemble de données parentales et les dépositaires de données. Fournir une attribution pour les collecteurs de données.","datasets","NA",NA
"1147","description wording, structure","1.0","eng","Autre instrument","2.0","Autre type de site. Ajouter une description dans ""typeOther"".","instrumentTypeOther","NA",NA
"1148","added in version 2","2.0","eng","Population du polygone","2.0","Un attribut d'un polygone, qui spécifie la population de ce polygone. Une estimation approximative du nombre de résidents humains.","polyPop","NA",NA
"1149","added in version 2","2.0","eng","Ensemble de catégories d'objet d'échantillon ou de mesure","2.0","Ensemble de catégories pour le but de l'échantillon ou de la mesure.","purposeCatSet","NA",NA
"1150","description wording, structure","1.1","eng","Région de planification de la santé","2.0","L'autorité de planification de la santé où se trouve le site ou l'institut. Voir aussi `publicHealthDepartment`.","healthReg","NA",NA
